Team,Match Up,Game Date,Season,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
LAC,LAC vs. DET,11/12/2010,2010-11,L,265,107,37,80,46.3,4,20,20.0,29,38,76.3,12,37,49,19,9,4,22,26,-6
DET,DET @ LAC,11/12/2010,2010-11,W,265,113,39,82,47.6,11,18,61.1,24,36,66.7,7,27,34,21,10,3,13,25,6
SAC,SAC @ PHX,11/12/2010,2010-11,L,240,89,36,88,40.9,5,18,27.8,12,19,63.2,21,29,50,18,6,1,11,22,-14
PHX,PHX vs. SAC,11/12/2010,2010-11,W,240,103,41,79,51.9,4,12,33.3,17,27,63.0,13,29,42,19,8,3,11,13,14
DEN,DEN vs. LAL,11/11/2010,2010-11,W,240,118,43,88,48.9,7,25,28.0,25,31,80.6,11,32,43,25,5,5,11,20,6
LAL,LAL @ DEN,11/11/2010,2010-11,L,240,112,40,98,40.8,9,29,31.0,23,30,76.7,18,32,50,19,8,6,10,25,-6
MIA,MIA vs. BOS,11/11/2010,2010-11,L,240,107,36,72,50.0,3,16,18.8,32,41,78.0,11,26,37,18,4,4,14,22,-5
BOS,BOS @ MIA,11/11/2010,2010-11,W,240,112,43,79,54.4,9,16,56.3,17,25,68.0,9,26,35,24,5,0,12,30,5
GSW,GSW @ CHI,11/11/2010,2010-11,L,240,90,39,95,41.1,7,23,30.4,5,7,71.4,18,21,39,20,9,4,19,16,-30
CHI,CHI vs. GSW,11/11/2010,2010-11,W,240,120,46,84,54.8,7,19,36.8,21,23,91.3,11,35,46,29,14,10,14,7,30
PHI,PHI @ OKC,11/10/2010,2010-11,L,240,103,39,81,48.1,5,15,33.3,20,27,74.1,12,25,37,25,8,1,17,25,-6
OKC,OKC vs. PHI,11/10/2010,2010-11,W,240,109,36,73,49.3,2,14,14.3,35,37,94.6,5,29,34,17,11,7,15,22,6
MEM,MEM vs. DAL,11/10/2010,2010-11,L,240,91,38,84,45.2,4,14,28.6,11,19,57.9,12,28,40,20,4,3,12,10,-15
DAL,DAL @ MEM,11/10/2010,2010-11,W,240,106,46,85,54.1,9,25,36.0,5,11,45.5,11,38,49,30,8,5,10,19,15
CHA,CHA @ TOR,11/10/2010,2010-11,W,240,101,34,69,49.3,6,14,42.9,27,33,81.8,8,28,36,23,9,13,17,22,5
TOR,TOR vs. CHA,11/10/2010,2010-11,L,240,96,37,81,45.7,3,10,30.0,19,25,76.0,14,24,38,23,7,5,17,26,-5
WAS,WAS vs. HOU,11/10/2010,2010-11,W,240,98,39,88,44.3,6,13,46.2,14,22,63.6,16,35,51,25,10,10,17,24,7
HOU,HOU @ WAS,11/10/2010,2010-11,L,240,91,34,87,39.1,6,20,30.0,17,19,89.5,10,34,44,20,6,7,15,21,-7
MIN,MIN @ SAC,11/10/2010,2010-11,W,240,98,41,87,47.1,4,11,36.4,12,20,60.0,12,29,41,15,5,2,15,24,9
SAC,SAC vs. MIN,11/10/2010,2010-11,L,240,89,32,72,44.4,5,20,25.0,20,32,62.5,8,33,41,25,6,8,19,23,-9
MIL,MIL @ ATL,11/10/2010,2010-11,W,240,108,45,87,51.7,8,15,53.3,10,14,71.4,11,33,44,23,11,3,13,16,17
ATL,ATL vs. MIL,11/10/2010,2010-11,L,240,91,36,73,49.3,5,13,38.5,14,21,66.7,7,25,32,24,3,3,17,16,-17
CLE,CLE vs. NJN,11/10/2010,2010-11,L,240,87,34,77,44.2,3,12,25.0,16,22,72.7,7,33,40,21,3,3,11,25,-8
NJN,NJN @ CLE,11/10/2010,2010-11,W,240,95,34,82,41.5,8,17,47.1,19,35,54.3,15,33,48,21,4,5,9,21,8
ORL,ORL vs. UTA,11/10/2010,2010-11,L,240,94,34,79,43.0,12,32,37.5,14,25,56.0,18,23,41,23,7,4,21,21,-10
UTA,UTA @ ORL,11/10/2010,2010-11,W,240,104,37,74,50.0,5,14,35.7,25,28,89.3,6,29,35,24,7,3,14,22,10
NYK,NYK vs. GSW,11/10/2010,2010-11,L,240,117,36,77,46.8,7,31,22.6,38,43,88.4,9,32,41,17,10,4,21,25,-5
GSW,GSW @ NYK,11/10/2010,2010-11,W,240,122,47,89,52.8,5,10,50.0,23,32,71.9,9,27,36,23,13,3,14,33,5
LAC,LAC @ SAS,11/10/2010,2010-11,L,240,95,40,86,46.5,7,10,70.0,8,14,57.1,13,21,34,21,10,4,15,24,-12
SAS,SAS vs. LAC,11/10/2010,2010-11,W,240,107,35,71,49.3,11,18,61.1,26,30,86.7,10,31,41,21,6,11,19,17,12
LAC,LAC @ NOH,11/09/2010,2010-11,L,240,82,31,67,46.3,5,16,31.3,15,18,83.3,7,32,39,19,4,2,25,21,-19
NOH,NOH vs. LAC,11/09/2010,2010-11,W,240,101,39,77,50.6,8,16,50.0,15,21,71.4,5,28,33,29,11,7,13,24,19
NYK,NYK @ MIL,11/09/2010,2010-11,L,240,80,28,74,37.8,5,19,26.3,19,21,90.5,9,25,34,19,6,6,20,29,-27
MIL,MIL vs. NYK,11/09/2010,2010-11,W,240,107,40,78,51.3,5,16,31.3,22,28,78.6,12,33,45,18,9,5,16,22,27
DEN,DEN @ IND,11/09/2010,2010-11,L,240,113,39,90,43.3,8,17,47.1,27,30,90.0,13,19,32,22,9,4,10,20,-31
IND,IND vs. DEN,11/09/2010,2010-11,W,240,144,56,87,64.4,16,30,53.3,16,21,76.2,10,35,45,37,7,7,14,20,31
UTA,UTA @ MIA,11/09/2010,2010-11,W,265,116,45,93,48.4,8,19,42.1,18,21,85.7,10,34,44,30,6,5,12,32,2
MIA,MIA vs. UTA,11/09/2010,2010-11,L,265,114,36,82,43.9,6,15,40.0,36,47,76.6,10,36,46,21,3,7,12,20,-2
DET,DET @ POR,11/09/2010,2010-11,L,240,78,31,73,42.5,6,17,35.3,10,18,55.6,6,27,33,16,7,5,19,18,-22
POR,POR vs. DET,11/09/2010,2010-11,W,240,100,40,80,50.0,6,14,42.9,14,16,87.5,11,34,45,26,10,5,14,18,22
CLE,CLE @ NJN,11/09/2010,2010-11,W,240,93,36,82,43.9,9,17,52.9,12,22,54.5,12,32,44,27,2,2,9,18,2
NJN,NJN vs. CLE,11/09/2010,2010-11,L,240,91,33,81,40.7,6,20,30.0,19,21,90.5,13,32,45,18,5,7,12,19,-2
MIN,MIN @ LAL,11/09/2010,2010-11,L,240,94,35,92,38.0,8,21,38.1,16,19,84.2,26,28,54,23,12,3,27,21,-5
LAL,LAL vs. MIN,11/09/2010,2010-11,W,240,99,40,89,44.9,7,21,33.3,12,16,75.0,14,28,42,24,9,3,18,19,5
SAS,SAS @ CHA,11/08/2010,2010-11,W,240,95,36,85,42.4,12,26,46.2,11,17,64.7,15,31,46,22,9,9,17,20,4
CHA,CHA vs. SAS,11/08/2010,2010-11,L,240,91,33,83,39.8,6,19,31.6,19,24,79.2,15,26,41,19,7,10,14,18,-4
PHX,PHX @ MEM,11/08/2010,2010-11,L,240,99,38,80,47.5,9,31,29.0,14,21,66.7,13,28,41,23,5,4,23,19,-10
MEM,MEM vs. PHX,11/08/2010,2010-11,W,240,109,40,84,47.6,5,15,33.3,24,28,85.7,16,29,45,19,12,2,15,22,10
TOR,TOR vs. GSW,11/08/2010,2010-11,L,240,102,38,83,45.8,4,14,28.6,22,27,81.5,11,21,32,19,12,3,17,23,-7
GSW,GSW @ TOR,11/08/2010,2010-11,W,240,109,39,74,52.7,5,16,31.3,26,32,81.3,11,31,42,19,13,7,21,26,7
DAL,DAL vs. BOS,11/08/2010,2010-11,W,240,89,33,66,50.0,6,15,40.0,17,20,85.0,4,34,38,20,6,8,19,12,2
BOS,BOS @ DAL,11/08/2010,2010-11,L,240,87,38,91,41.8,4,8,50.0,7,7,100,14,28,42,24,11,2,13,21,-2
ATL,ATL @ ORL,11/08/2010,2010-11,L,240,89,36,76,47.4,4,13,30.8,13,16,81.3,9,37,46,18,6,3,17,24,-4
ORL,ORL vs. ATL,11/08/2010,2010-11,W,240,93,37,86,43.0,4,22,18.2,15,24,62.5,11,32,43,16,9,2,10,18,4
CHI,CHI vs. DEN,11/08/2010,2010-11,W,240,94,34,82,41.5,5,13,38.5,21,33,63.6,8,39,47,20,6,12,15,19,2
DEN,DEN @ CHI,11/08/2010,2010-11,L,240,92,34,78,43.6,7,18,38.9,17,24,70.8,6,38,44,15,8,7,18,21,-2
BOS,BOS @ OKC,11/07/2010,2010-11,W,240,92,36,76,47.4,4,10,40.0,16,20,80.0,8,32,40,22,9,3,13,16,9
OKC,OKC vs. BOS,11/07/2010,2010-11,L,240,83,32,75,42.7,4,10,40.0,15,17,88.2,9,31,40,17,9,2,18,21,-9
ATL,ATL vs. PHX,11/07/2010,2010-11,L,240,114,45,83,54.2,7,23,30.4,17,22,77.3,13,27,40,29,6,4,14,22,-4
PHX,PHX @ ATL,11/07/2010,2010-11,W,240,118,45,81,55.6,11,23,47.8,17,22,77.3,11,24,35,28,7,1,15,20,4
GSW,GSW @ DET,11/07/2010,2010-11,L,240,97,36,84,42.9,6,23,26.1,19,23,82.6,15,31,46,19,6,2,14,22,-5
DET,DET vs. GSW,11/07/2010,2010-11,W,240,102,37,82,45.1,9,17,52.9,19,28,67.9,13,33,46,27,8,4,13,17,5
MIN,MIN @ HOU,11/07/2010,2010-11,L,240,94,34,91,37.4,3,13,23.1,23,33,69.7,19,35,54,11,5,5,17,34,-26
HOU,HOU vs. MIN,11/07/2010,2010-11,W,240,120,38,86,44.2,5,16,31.3,39,47,83.0,10,39,49,23,9,4,7,22,26
NYK,NYK vs. PHI,11/07/2010,2010-11,L,240,96,34,85,40.0,3,19,15.8,25,35,71.4,14,35,49,20,12,6,17,25,-10
PHI,PHI @ NYK,11/07/2010,2010-11,W,240,106,37,78,47.4,7,18,38.9,25,35,71.4,8,37,45,20,9,3,16,23,10
LAL,LAL vs. POR,11/07/2010,2010-11,W,240,121,50,91,54.9,8,17,47.1,13,15,86.7,14,35,49,33,6,4,15,26,25
POR,POR @ LAL,11/07/2010,2010-11,L,240,96,32,75,42.7,6,20,30.0,26,31,83.9,6,19,25,21,4,2,14,15,-25
ORL,ORL @ CHA,11/06/2010,2010-11,W,240,91,34,82,41.5,10,32,31.3,13,21,61.9,7,30,37,22,4,6,8,11,3
CHA,CHA vs. ORL,11/06/2010,2010-11,L,240,88,36,75,48.0,6,15,40.0,10,11,90.9,3,37,40,22,3,6,16,22,-3
WAS,WAS vs. CLE,11/06/2010,2010-11,L,240,102,39,88,44.3,8,21,38.1,16,20,80.0,11,33,44,26,8,7,16,19,-5
CLE,CLE @ WAS,11/06/2010,2010-11,W,240,107,39,82,47.6,8,18,44.4,21,26,80.8,5,32,37,19,7,2,13,17,5
MEM,MEM @ SAC,11/06/2010,2010-11,W,240,100,40,83,48.2,3,15,20.0,17,23,73.9,13,30,43,13,7,5,15,19,9
SAC,SAC vs. MEM,11/06/2010,2010-11,L,240,91,34,79,43.0,5,20,25.0,18,24,75.0,15,26,41,16,8,10,21,24,-9
MIL,MIL vs. NOH,11/06/2010,2010-11,L,240,81,32,83,38.6,4,16,25.0,13,20,65.0,11,31,42,17,8,0,12,20,-6
NOH,NOH @ MIL,11/06/2010,2010-11,W,240,87,31,69,44.9,7,17,41.2,18,22,81.8,10,37,47,17,6,5,19,22,6
DEN,DEN @ DAL,11/06/2010,2010-11,W,240,103,37,82,45.1,13,21,61.9,16,21,76.2,9,29,38,21,16,2,12,17,11
DAL,DAL vs. DEN,11/06/2010,2010-11,L,240,92,34,76,44.7,4,15,26.7,20,26,76.9,11,35,46,12,7,5,21,16,-11
UTA,UTA vs. LAC,11/06/2010,2010-11,W,290,109,40,97,41.2,6,18,33.3,23,31,74.2,17,26,43,21,6,7,12,23,2
LAC,LAC @ UTA,11/06/2010,2010-11,L,290,107,37,86,43.0,5,20,25.0,28,32,87.5,14,37,51,16,6,9,23,31,-2
POR,POR vs. TOR,11/06/2010,2010-11,W,240,97,34,75,45.3,4,16,25.0,25,28,89.3,14,29,43,19,10,5,18,27,13
TOR,TOR @ POR,11/06/2010,2010-11,L,240,84,28,76,36.8,1,17,5.9,27,34,79.4,17,27,44,11,10,1,17,27,-13
NJN,NJN @ MIA,11/06/2010,2010-11,L,240,89,35,85,41.2,8,20,40.0,11,17,64.7,11,30,41,17,5,3,14,21,-12
MIA,MIA vs. NJN,11/06/2010,2010-11,W,240,101,36,74,48.6,6,15,40.0,23,29,79.3,6,38,44,19,7,7,13,16,12
HOU,HOU @ SAS,11/06/2010,2010-11,L,265,121,47,99,47.5,9,20,45.0,18,21,85.7,14,34,48,24,5,3,16,21,-3
SAS,SAS vs. HOU,11/06/2010,2010-11,W,265,124,49,101,48.5,9,21,42.9,17,25,68.0,13,34,47,28,11,6,12,22,3
NOH,NOH vs. MIA,11/05/2010,2010-11,W,240,96,39,79,49.4,4,14,28.6,14,17,82.4,10,32,42,26,9,1,14,22,3
MIA,MIA @ NOH,11/05/2010,2010-11,L,240,93,33,78,42.3,5,21,23.8,22,24,91.7,8,28,36,19,6,5,13,17,-3
ATL,ATL @ MIN,11/05/2010,2010-11,W,240,113,44,81,54.3,4,18,22.2,21,26,80.8,8,35,43,27,5,8,15,15,10
MIN,MIN vs. ATL,11/05/2010,2010-11,L,240,103,42,99,42.4,8,22,36.4,11,12,91.7,16,26,42,24,8,8,11,22,-10
DEN,DEN vs. LAC,11/05/2010,2010-11,W,240,111,43,83,51.8,5,21,23.8,20,22,90.9,8,29,37,26,6,3,9,17,7
LAC,LAC @ DEN,11/05/2010,2010-11,L,240,104,43,86,50.0,2,15,13.3,16,25,64.0,11,30,41,28,6,2,12,16,-7
MIL,MIL @ IND,11/05/2010,2010-11,W,240,94,32,83,38.6,8,20,40.0,22,30,73.3,9,36,45,16,9,2,15,24,4
IND,IND vs. MIL,11/05/2010,2010-11,L,240,90,29,75,38.7,6,24,25.0,26,30,86.7,4,40,44,11,6,9,19,24,-4
DET,DET vs. CHA,11/05/2010,2010-11,W,240,97,32,75,42.7,7,13,53.8,26,27,96.3,9,22,31,14,11,3,13,13,7
CHA,CHA @ DET,11/05/2010,2010-11,L,240,90,37,67,55.2,9,20,45.0,7,11,63.6,8,30,38,28,7,9,23,18,-7
ORL,ORL vs. NJN,11/05/2010,2010-11,W,240,105,34,71,47.9,11,28,39.3,26,32,81.3,13,37,50,16,5,3,17,11,15
NJN,NJN @ ORL,11/05/2010,2010-11,L,240,90,36,84,42.9,10,22,45.5,8,9,88.9,7,24,31,20,7,3,12,27,-15
CHI,CHI @ BOS,11/05/2010,2010-11,L,265,105,42,85,49.4,4,10,40.0,17,18,94.4,7,36,43,25,7,2,20,23,-5
BOS,BOS vs. CHI,11/05/2010,2010-11,W,265,110,42,82,51.2,4,11,36.4,22,25,88.0,3,28,31,27,11,3,15,20,5
PHX,PHX vs. MEM,11/05/2010,2010-11,W,290,123,43,101,42.6,14,35,40.0,23,32,71.9,21,34,55,23,13,2,28,29,5
MEM,MEM @ PHX,11/05/2010,2010-11,L,290,118,45,96,46.9,6,19,31.6,22,34,64.7,16,32,48,21,18,7,26,30,-5
WAS,WAS @ NYK,11/05/2010,2010-11,L,240,91,34,75,45.3,4,16,25.0,19,22,86.4,9,28,37,13,6,2,25,18,-21
NYK,NYK vs. WAS,11/05/2010,2010-11,W,240,112,44,87,50.6,12,29,41.4,12,18,66.7,13,28,41,23,11,11,19,21,21
TOR,TOR @ LAL,11/05/2010,2010-11,L,240,103,41,87,47.1,5,13,38.5,16,19,84.2,19,30,49,22,9,2,21,22,-5
LAL,LAL vs. TOR,11/05/2010,2010-11,W,240,108,37,77,48.1,7,21,33.3,27,32,84.4,7,24,31,22,12,5,12,20,5
GSW,GSW vs. UTA,11/05/2010,2010-11,W,240,85,35,93,37.6,2,14,14.3,13,22,59.1,21,31,52,16,11,3,17,23,7
UTA,UTA @ GSW,11/05/2010,2010-11,L,240,78,30,76,39.5,3,14,21.4,15,21,71.4,10,36,46,18,9,6,21,23,-7
PHI,PHI vs. CLE,11/05/2010,2010-11,L,240,116,46,83,55.4,6,17,35.3,18,25,72.0,10,20,30,26,10,7,15,32,-7
CLE,CLE @ PHI,11/05/2010,2010-11,W,240,123,41,75,54.7,3,13,23.1,38,48,79.2,13,28,41,22,6,1,17,17,7
POR,POR vs. OKC,11/04/2010,2010-11,L,265,106,43,92,46.7,4,16,25.0,16,20,80.0,15,23,38,27,8,2,11,19,-1
OKC,OKC @ POR,11/04/2010,2010-11,W,265,107,40,81,49.4,3,15,20.0,24,26,92.3,15,32,47,12,3,5,17,24,1
NYK,NYK @ CHI,11/04/2010,2010-11,W,240,120,40,80,50.0,16,24,66.7,24,29,82.8,10,28,38,27,12,6,17,25,8
CHI,CHI vs. NYK,11/04/2010,2010-11,L,240,112,42,81,51.9,9,19,47.4,19,27,70.4,12,30,42,27,8,6,20,21,-8
DEN,DEN vs. DAL,11/03/2010,2010-11,L,240,101,41,89,46.1,10,28,35.7,9,12,75.0,13,26,39,25,7,3,12,21,-1
DAL,DAL @ DEN,11/03/2010,2010-11,W,240,102,39,84,46.4,7,15,46.7,17,19,89.5,12,33,45,22,6,5,14,17,1
SAC,SAC vs. LAL,11/03/2010,2010-11,L,240,100,40,91,44.0,6,22,27.3,14,23,60.9,12,37,49,20,4,4,8,26,-12
LAL,LAL @ SAC,11/03/2010,2010-11,W,240,112,39,84,46.4,11,21,52.4,23,28,82.1,7,36,43,24,4,4,6,22,12
ATL,ATL vs. DET,11/03/2010,2010-11,W,240,94,36,67,53.7,3,14,21.4,19,23,82.6,3,32,35,25,3,3,14,13,9
DET,DET @ ATL,11/03/2010,2010-11,L,240,85,36,90,40.0,3,17,17.6,10,15,66.7,17,21,38,21,7,2,8,21,-9
TOR,TOR @ UTA,11/03/2010,2010-11,L,240,108,36,79,45.6,3,13,23.1,33,42,78.6,10,26,36,16,9,4,16,25,-17
UTA,UTA vs. TOR,11/03/2010,2010-11,W,240,125,48,85,56.5,7,16,43.8,22,25,88.0,7,28,35,30,9,4,15,28,17
NOH,NOH @ HOU,11/03/2010,2010-11,W,240,107,36,79,45.6,5,13,38.5,30,42,71.4,12,33,45,20,9,11,8,22,8
HOU,HOU vs. NOH,11/03/2010,2010-11,L,240,99,39,93,41.9,8,24,33.3,13,18,72.2,11,34,45,22,4,6,12,26,-8
MIN,MIN @ ORL,11/03/2010,2010-11,L,240,86,28,84,33.3,6,16,37.5,24,28,85.7,13,27,40,11,6,4,20,29,-42
ORL,ORL vs. MIN,11/03/2010,2010-11,W,240,128,46,92,50.0,15,31,48.4,21,32,65.6,17,39,56,27,9,15,13,26,42
LAC,LAC vs. OKC,11/03/2010,2010-11,W,240,107,42,80,52.5,8,16,50.0,15,27,55.6,7,34,41,22,5,6,12,18,15
OKC,OKC @ LAC,11/03/2010,2010-11,L,240,92,34,90,37.8,4,26,15.4,20,23,87.0,16,31,47,17,4,2,13,20,-15
BOS,BOS vs. MIL,11/03/2010,2010-11,W,265,105,37,79,46.8,4,12,33.3,27,32,84.4,10,33,43,24,9,6,16,29,3
MIL,MIL @ BOS,11/03/2010,2010-11,L,265,102,36,86,41.9,5,13,38.5,25,31,80.6,13,29,42,17,4,1,19,24,-3
NJN,NJN vs. CHA,11/03/2010,2010-11,L,240,83,32,75,42.7,5,17,29.4,14,15,93.3,8,28,36,21,4,7,17,21,-2
CHA,CHA @ NJN,11/03/2010,2010-11,W,240,85,31,72,43.1,5,19,26.3,18,23,78.3,11,30,41,21,7,3,17,18,2
PHX,PHX vs. SAS,11/03/2010,2010-11,L,240,110,41,92,44.6,8,21,38.1,20,23,87.0,16,24,40,20,9,7,13,25,-2
SAS,SAS @ PHX,11/03/2010,2010-11,W,240,112,42,77,54.5,6,14,42.9,22,32,68.8,11,34,45,22,6,4,23,22,2
MEM,MEM @ GSW,11/03/2010,2010-11,L,240,109,42,82,51.2,8,18,44.4,17,25,68.0,9,30,39,28,10,2,20,26,-6
GSW,GSW vs. MEM,11/03/2010,2010-11,W,240,115,38,92,41.3,13,30,43.3,26,34,76.5,19,29,48,26,11,8,20,23,6
PHI,PHI vs. IND,11/03/2010,2010-11,W,240,101,38,81,46.9,4,12,33.3,21,25,84.0,9,45,54,21,9,8,10,18,26
IND,IND @ PHI,11/03/2010,2010-11,L,240,75,28,89,31.5,7,22,31.8,12,17,70.6,11,35,46,19,6,5,13,19,-26
PHI,PHI @ WAS,11/02/2010,2010-11,L,265,115,44,80,55.0,4,15,26.7,23,29,79.3,7,28,35,34,10,3,23,30,-1
WAS,WAS vs. PHI,11/02/2010,2010-11,W,265,116,37,78,47.4,6,12,50.0,36,43,83.7,9,27,36,24,15,2,23,24,1
POR,POR @ MIL,11/02/2010,2010-11,W,240,90,38,80,47.5,7,24,29.2,7,9,77.8,10,29,39,21,10,8,13,24,14
MIL,MIL vs. POR,11/02/2010,2010-11,L,240,76,27,72,37.5,3,15,20.0,19,25,76.0,11,29,40,16,4,4,17,11,-14
MIN,MIN @ MIA,11/02/2010,2010-11,L,240,97,31,84,36.9,6,18,33.3,29,38,76.3,13,27,40,14,10,2,18,23,-32
MIA,MIA vs. MIN,11/02/2010,2010-11,W,240,129,46,79,58.2,12,21,57.1,25,31,80.6,8,39,47,31,9,7,16,27,32
BOS,BOS @ DET,11/02/2010,2010-11,W,240,109,42,81,51.9,7,21,33.3,18,18,100,10,26,36,33,10,7,8,19,23
DET,DET vs. BOS,11/02/2010,2010-11,L,240,86,35,78,44.9,2,9,22.2,14,20,70.0,11,27,38,13,2,2,17,19,-23
ATL,ATL @ CLE,11/02/2010,2010-11,W,240,100,37,84,44.0,5,17,29.4,21,30,70.0,14,29,43,26,7,7,7,17,12
CLE,CLE vs. ATL,11/02/2010,2010-11,L,240,88,32,74,43.2,5,17,29.4,19,26,73.1,10,34,44,15,2,4,14,22,-12
LAL,LAL vs. MEM,11/02/2010,2010-11,W,240,124,43,84,51.2,14,23,60.9,24,30,80.0,20,39,59,22,8,4,19,23,19
MEM,MEM @ LAL,11/02/2010,2010-11,L,240,105,38,92,41.3,7,14,50.0,22,29,75.9,15,21,36,22,12,5,12,21,-19
TOR,TOR @ SAC,11/01/2010,2010-11,L,240,108,39,85,45.9,9,21,42.9,21,29,72.4,17,25,42,19,3,3,15,26,-3
SAC,SAC vs. TOR,11/01/2010,2010-11,W,240,111,42,88,47.7,5,12,41.7,22,27,81.5,16,24,40,15,5,4,11,24,3
LAC,LAC vs. SAS,11/01/2010,2010-11,L,240,88,38,82,46.3,4,13,30.8,8,16,50.0,10,30,40,26,10,6,17,18,-9
SAS,SAS @ LAC,11/01/2010,2010-11,W,240,97,38,79,48.1,9,21,42.9,12,15,80.0,7,32,39,28,11,3,18,21,9
CHI,CHI vs. POR,11/01/2010,2010-11,W,240,110,43,71,60.6,5,13,38.5,19,32,59.4,9,27,36,27,4,4,15,33,12
POR,POR @ CHI,11/01/2010,2010-11,L,240,98,33,80,41.3,0,14,0.0,32,41,78.0,16,19,35,15,9,2,10,27,-12
OKC,OKC vs. UTA,10/31/2010,2010-11,L,240,99,32,80,40.0,5,20,25.0,30,34,88.2,7,31,38,10,9,5,14,27,-21
UTA,UTA @ OKC,10/31/2010,2010-11,W,240,120,44,83,53.0,7,11,63.6,25,30,83.3,8,34,42,32,6,3,16,25,21
LAC,LAC vs. DAL,10/31/2010,2010-11,L,240,83,28,82,34.1,4,21,19.0,23,31,74.2,15,33,48,17,7,3,17,23,-16
DAL,DAL @ LAC,10/31/2010,2010-11,W,240,99,36,77,46.8,7,16,43.8,20,29,69.0,8,33,41,23,7,7,14,22,16
MIA,MIA @ NJN,10/31/2010,2010-11,W,240,101,36,67,53.7,5,16,31.3,24,34,70.6,5,35,40,29,10,6,8,21,23
NJN,NJN vs. MIA,10/31/2010,2010-11,L,240,78,30,85,35.3,3,14,21.4,15,23,65.2,19,24,43,16,5,0,15,19,-23
GSW,GSW @ LAL,10/31/2010,2010-11,L,240,83,36,89,40.4,5,20,25.0,6,13,46.2,15,27,42,27,11,4,17,26,-24
LAL,LAL vs. GSW,10/31/2010,2010-11,W,240,107,39,88,44.3,6,19,31.6,23,30,76.7,18,38,56,25,9,5,20,18,24
MEM,MEM vs. MIN,10/30/2010,2010-11,W,240,109,43,93,46.2,8,20,40.0,15,18,83.3,9,34,43,27,22,4,18,25,20
MIN,MIN @ MEM,10/30/2010,2010-11,L,240,89,31,89,34.8,6,20,30.0,21,32,65.6,19,38,57,15,9,3,29,21,-20
CHA,CHA @ MIL,10/30/2010,2010-11,L,240,88,30,64,46.9,9,19,47.4,19,23,82.6,5,23,28,13,6,5,18,28,-10
MIL,MIL vs. CHA,10/30/2010,2010-11,W,240,98,32,71,45.1,11,22,50.0,23,27,85.2,14,26,40,19,7,5,18,23,10
ATL,ATL vs. WAS,10/30/2010,2010-11,W,240,99,34,81,42.0,5,19,26.3,26,30,86.7,13,30,43,19,4,4,17,22,4
WAS,WAS @ ATL,10/30/2010,2010-11,L,240,95,38,76,50.0,4,12,33.3,15,21,71.4,8,26,34,16,8,13,18,25,-4
IND,IND vs. PHI,10/30/2010,2010-11,W,240,99,37,89,41.6,7,24,29.2,18,25,72.0,16,35,51,18,10,6,18,16,13
PHI,PHI @ IND,10/30/2010,2010-11,L,240,86,36,82,43.9,6,11,54.5,8,16,50.0,12,34,46,13,9,11,19,26,-13
DEN,DEN @ HOU,10/30/2010,2010-11,W,240,107,34,90,37.8,10,27,37.0,29,33,87.9,13,35,48,16,9,4,12,24,13
HOU,HOU vs. DEN,10/30/2010,2010-11,L,240,94,37,81,45.7,3,19,15.8,17,21,81.0,9,35,44,19,4,7,19,26,-13
CLE,CLE vs. SAC,10/30/2010,2010-11,L,240,104,39,80,48.8,6,19,31.6,20,29,69.0,10,25,35,22,8,2,13,19,-3
SAC,SAC @ CLE,10/30/2010,2010-11,W,240,107,40,77,51.9,9,15,60.0,18,24,75.0,11,32,43,24,7,4,15,21,3
NYK,NYK vs. POR,10/30/2010,2010-11,L,240,95,37,88,42.0,7,28,25.0,14,25,56.0,18,33,51,16,8,6,17,24,-5
POR,POR @ NYK,10/30/2010,2010-11,W,240,100,37,76,48.7,6,13,46.2,20,30,66.7,9,32,41,22,7,7,15,22,5
CHI,CHI vs. DET,10/30/2010,2010-11,W,240,101,37,86,43.0,5,18,27.8,22,31,71.0,14,37,51,17,11,10,16,26,10
DET,DET @ CHI,10/30/2010,2010-11,L,240,91,31,82,37.8,5,18,27.8,24,35,68.6,12,32,44,14,8,7,18,25,-10
SAS,SAS vs. NOH,10/30/2010,2010-11,L,240,90,33,85,38.8,6,26,23.1,18,21,85.7,11,30,41,24,7,6,14,19,-9
NOH,NOH @ SAS,10/30/2010,2010-11,W,240,99,39,78,50.0,7,11,63.6,14,17,82.4,3,37,40,20,7,5,16,18,9
IND,IND @ CHA,10/29/2010,2010-11,W,240,104,36,80,45.0,12,29,41.4,20,24,83.3,9,25,34,25,5,11,11,28,3
CHA,CHA vs. IND,10/29/2010,2010-11,L,240,101,31,70,44.3,4,12,33.3,35,45,77.8,15,30,45,17,3,7,17,21,-3
CLE,CLE @ TOR,10/29/2010,2010-11,L,240,81,32,84,38.1,9,19,47.4,8,10,80.0,9,24,33,15,9,2,19,19,-20
TOR,TOR vs. CLE,10/29/2010,2010-11,W,240,101,39,82,47.6,6,20,30.0,17,18,94.4,11,35,46,24,11,5,19,19,20
NOH,NOH vs. DEN,10/29/2010,2010-11,W,240,101,38,77,49.4,6,17,35.3,19,24,79.2,11,24,35,23,11,8,15,22,6
DEN,DEN @ NOH,10/29/2010,2010-11,L,240,95,35,72,48.6,6,15,40.0,19,25,76.0,11,26,37,19,9,2,20,22,-6
